"SiteID","Year","Month","Day","Date","NEE_int","GPP_int","TA_avg","VPD_avg","SW_IN_avg","P_int","SWC_avg"
"US-Vcs",2016,1,1,2016-01-01,0.6880625880048,0.105960693681,-8.25447787234043,0.0332031261702128,91.3764223404256,0,0.155428966
"US-Vcs",2016,1,2,2016-01-02,0.30540350218158,0.34992177930882,-2.02449645833333,0.422474268541666,143.296978958333,0.508,0.155715155
"US-Vcs",2016,1,3,2016-01-03,0.22857520145724,0.46662596345016,-0.186116041666667,0.408676546458333,154.350502708333,0.254,0.15599951625
"US-Vcs",2016,1,4,2016-01-04,0.3992712882894,0.2998581077988,-3.24948479166667,0.229316251458333,94.458148125,0,0.1562697805
"US-Vcs",2016,1,5,2016-01-05,0.17004225867858,0.47405540665602,-4.70039958333333,0.0274769491666667,44.590890625,0.254,0.15653547225
"US-Vcs",2016,1,6,2016-01-06,0.5723241451956,0.306949921074,-4.79890875,0.02852320625,38.942219375,13.97,0.15681142875
"US-Vcs",2016,1,7,2016-01-07,0.386227781892,0.2527396130016,-7.38783777083333,0.0278417225,53.4846854166667,12.446,0.15708557
"US-Vcs",2016,1,8,2016-01-08,0.3611572023744,0.2509260144588,-8.6783099375,0.0296191004166667,56.8550475,10.668,0.15735770075
"US-Vcs",2016,1,9,2016-01-09,0.2500714270044,0.4032238417452,-9.39983860416667,0.034526344375,125.025439166667,0,0.1576208355
"US-Vcs",2016,1,10,2016-01-10,0.253290226068,0.2828219432166,-10.738681875,0.0650407177083333,140.615229958333,0,0.15788591125
"US-Vcs",2016,1,11,2016-01-11,0.70983748845,0.2265828763518,-6.4027775,0.211212396458333,163.3545275,0,0.158156975
"US-Vcs",2016,1,12,2016-01-12,0.239781202137,0.3601076691834,-0.189398541666667,0.505697846666667,164.719893125,0,0.15843421875
"US-Vcs",2016,1,13,2016-01-13,0.00460631026404001,0.40635354993696,1.65257208333333,0.566769483125,163.286066666667,0,0.158711927
"US-Vcs",2016,1,14,2016-01-14,-0.19492177753764,0.47862546267744,-3.38643895833333,0.305931705,164.946696666667,0,0.158978481
"US-Vcs",2016,1,15,2016-01-15,-0.1042386333714,0.4945076963784,-6.927315625,0.116917926458333,80.3062458333333,0,0.15924045
"US-Vcs",2016,1,16,2016-01-16,-0.1045993273047,0.5357703710565,-7.23028179166667,0.136657856041667,164.84814375,0,0.159501406
"US-Vcs",2016,1,17,2016-01-17,-0.1448418284802,0.5710240601424,-4.62893208333333,0.107492396458333,117.135864583333,0,0.1597627455
"US-Vcs",2016,1,18,2016-01-18,-0.27347596960014,0.74009120530554,-1.06472270833333,0.342026861875,156.157110416667,0,0.160027219
"US-Vcs",2016,1,19,2016-01-19,-0.139141357434,0.4891688164872,-2.44025541666667,0.153768116458333,125.380716666667,0,0.16028743525
"US-Vcs",2016,1,20,2016-01-20,-0.05736381534,0.5721442684596,-4.536694375,0.063087340625,145.551469833333,1.27,0.16054516
"US-Vcs",2016,1,21,2016-01-21,0.229919222268,0.3373749899784,-4.60422604166667,0.2961538725,175.269066666667,0.762,0.16080285875
"US-Vcs",2016,1,22,2016-01-22,0.15746298343668,0.32220369313272,2.46197854166667,0.536151711041667,169.08384375,1.524,0.161081929
"US-Vcs",2016,1,23,2016-01-23,-0.47594011272102,0.73525889030022,3.23165625,0.65796314125,153.2772125,0,0.16139490125
"US-Vcs",2016,1,24,2016-01-24,-0.07954195964688,0.43375607135028,-2.35285833333333,0.22437660375,94.612638125,0,0.16166281475
"US-Vcs",2016,1,25,2016-01-25,-0.4486844005596,0.7514017917678,-7.49484375,0.086164446875,186.2533575,0,0.161921299
"US-Vcs",2016,1,26,2016-01-26,0.3067926802686,0.2543317383132,-6.99450645833333,0.14861020625,175.821888125,1.524,0.16218503775
"US-Vcs",2016,1,27,2016-01-27,0.257073163977276,0.305493770900124,-0.0296958333333336,0.410482471458333,183.051819166667,0,0.1624544575
"US-Vcs",2016,1,28,2016-01-28,0.05246914883148,0.31710375527112,2.44505625,0.480281114375,186.013058270833,0.762,0.16274912175
"US-Vcs",2016,1,29,2016-01-29,-0.2408811527016,0.6872061844872,2.30853333333333,0.486290454375,188.294917291667,0,0.16308251675
"US-Vcs",2016,1,30,2016-01-30,-0.513236431863,1.0301983228026,2.135980625,0.284889764791667,156.069021875,0,0.1633675455
"US-Vcs",2016,1,31,2016-01-31,0.085586194161,0.604471339269,-0.487734166666667,0.102634207083333,103.163172916667,2.286,0.1636650855
"US-Vcs",2016,2,1,2016-02-01,0.5021838712278,0.310014527724,-7.73384764583334,0.0319635297916667,87.0963958333333,27.94,0.16428609
"US-Vcs",2016,2,2,2016-02-02,0.0907315984619999,0.6267627367362,-13.1065544583333,0.0303389697916667,157.63290625,7.874,0.16466346175
"US-Vcs",2016,2,3,2016-02-03,-0.13246667658,0.5504414268078,-14.5777859791667,0.0283007075,155.648095833333,0.762,0.1649074055
"US-Vcs",2016,2,4,2016-02-04,0.5250922545474,0.375213358584,-9.86444604166667,0.132994713333333,165.575625,0.762,0.16516862775
"US-Vcs",2016,2,5,2016-02-05,0.65666575233,0.1247117407992,-8.98292479166667,0.168268508541667,206.098395833333,0,0.165406437
"US-Vcs",2016,2,6,2016-02-06,-0.1629703658871,0.6928449634341,-1.80003145833333,0.356122836041667,202.4115,0.762,0.16567667875
"US-Vcs",2016,2,7,2016-02-07,0.2585525502474,0.4198577699484,1.19402291666667,0.442998387083333,196.334491875,0.254,0.16598368575
"US-Vcs",2016,2,8,2016-02-08,0.16244385673572,0.33482920664088,3.75035645833333,0.568048202916667,206.11325,0.508,0.166495892
"US-Vcs",2016,2,9,2016-02-09,0.23806548291474,0.29221472370006,4.615524375,0.640011815625,206.164641666667,0.254,0.16710292875
"US-Vcs",2016,2,10,2016-02-10,-0.209529084498066,0.532332069838866,5.63239125,0.749834490416667,210.611747291667,0,0.167558376
"US-Vcs",2016,2,11,2016-02-11,0.0319648526802,0.3668124880386,6.25555875,0.836930385416667,211.545361458333,0,0.167841908
"US-Vcs",2016,2,12,2016-02-12,-0.05625933110334,0.44361789339474,7.94017708333333,0.821715710833333,208.656835833333,0,0.16810448475
"US-Vcs",2016,2,13,2016-02-13,-0.37214801902278,0.63459877054878,6.35926416666667,0.742580725,214.543293125,0,0.168335298
