"SiteID","Year","Month","Day","Date","NEE_int","GPP_int","TA_avg","VPD_avg","SW_IN_avg","P_int","SWC_avg"
"US-Seg",2007,1,1,2007-01-01,0.495281296062,0,-8.53120212765958,0.0374569,124.683404510638,0.614,NA
"US-Seg",2007,1,2,2007-01-02,0.6058494069408,0.003953525698206,-5.97958333333333,0.05690941875,128.096339054167,1.024,NA
"US-Seg",2007,1,3,2007-01-03,0.6635216287278,0.036200124801432,-7.56485416666666,0.04770818125,145.031904416667,0,NA
"US-Seg",2007,1,4,2007-01-04,0.33324518443032,0.259148528788734,-1.98041666666667,0.18220363125,149.953130908333,0,NA
"US-Seg",2007,1,5,2007-01-05,0.04599009041382,0.467830005136236,3.52416666666667,0.3184516125,150.331484991667,1.024,NA
"US-Seg",2007,1,6,2007-01-06,0.27666234761166,0.096943362860538,-2.82979166666667,0.106365022916667,139.9899947,0.409,NA
"US-Seg",2007,1,7,2007-01-07,0.3333232881198,0.114775263855756,-3.83166666666667,0.20503293125,152.290888666667,0,NA
"US-Seg",2007,1,8,2007-01-08,0.25483305607362,0.118452100218354,-1.54333333333333,0.29153368125,151.264932241667,0,NA
"US-Seg",2007,1,9,2007-01-09,0.18494070716232,0.12894840437076,-0.891041666666666,0.213125122916667,143.104617333333,0,NA
"US-Seg",2007,1,10,2007-01-10,0.09376355489004,0.196243828091442,0.787916666666666,0.263615164583333,125.41801895,0,NA
"US-Seg",2007,1,11,2007-01-11,0.13466230347474,0.19063784875932,8.02375,0.48928678125,119.703914641667,0,NA
"US-Seg",2007,1,12,2007-01-12,0.1251135015426,0.201330452047806,8.68520833333333,0.437759458333333,143.614026820833,0,NA
"US-Seg",2007,1,13,2007-01-13,0.01655550670266,0.283514215049946,7.53083333333333,0.542049452083333,146.754779816667,0,NA
"US-Seg",2007,1,14,2007-01-14,0.5004315215784,0.02115218210283,-2.13458333333333,0.288325104166667,162.061757183333,0,NA
"US-Seg",2007,1,15,2007-01-15,0.5371259108967,0.001094339794104,-7.69625,0.164863866666667,164.492533791667,0,NA
"US-Seg",2007,1,16,2007-01-16,0.3150913107798,0.10230499953702,-6.12270833333334,0.229284764583333,164.741273916667,0,NA
